,text,category
2,gehanteerd waarbij omvang vaste lasten forfaitair omzet vastgesteld appellante staat sbi code,3
2,handelsregister kvk ingeschreven appellante verhuurt alleen klimwanden exploiteert daarnaast sbi code,3
2,gehanteerd aanvraag subsidie tweede derde kwartaal appellante verzoekt alle aanvragen subsidies grond tvl vast stellen hand sbi code,3
2,standpunt verweerder,8
2,verweerder stelt sbi code,3
2,aansluit hoofdactiviteit appellante toelichting sbi code,3
2,blijkt sbi code toepassing ondernemers zijnde sportclubs sportscholen dagelijks beheer uitoefenen accommodaties onder klimhallen verweerder bedrijfsomschrijving appellante appellante verstrekte informatie afleiden appellante dagelijks beheer voert dergelijke accommodaties verweerder daarentegen mening sbi code,3
2,passend hoofdactiviteit appellante verweerder verwijst toelichting sbi code,3
2,informatie appellante verstrekt volgt accommodaties ondernemingen fiscale eenheid verhuurt ondernemingen dagelijks beheer accommodaties voeren bedrijfsomschrijving appellante staat onder exploitatie klimwanden vermeld daaronder begrepen verhuur ruimtes klimwanden,4
2,verweerder geeft aanvraag subsidie q q fout gemaakt subsidie hand sbi code,3
2,vast stellen verweerder echter gehouden gemaakte fout herhalen opnieuw onjuiste beslissing nemen beoordeling college,0
2,omvang beroep beperkt bestreden besluit appellante alleen daartegen beroep ingesteld appellante sbi code verweerder gehanteerd besluiten subsidieaanvragen grond tvl appellante zoals ter zitting toegelicht apart rechtsmaatregelen treffen college ligt vraag verweerder bestreden besluit terecht appellante subsidie toegekend basis sbi code,3
2,plaats sbi code,3
2,college beantwoordt vraag ontkennend verweerder bezwaar gekeken tweede sbi code vermeld handelsregister sbi code,3
2,hoofdactiviteit verweerder vindt hoofdactiviteit appellante beter passen sbi code,3
2,appellante omzet genereert verhuur klimhallen daarom verweerder basis sbi code,3
2,bestreden besluit subsidie toegekend ter zitting appellante echter afdoende toegelicht alleen klimwanden verhuurt exploiteert appellante bepaalt uitstraling klimhallen merk gecreëerd daarnaast appellante vergaande invloed dagelijkse gang zaken verschillende klimhallen zoals verzorgen opleiding personeel veiligheidsaspecten waar nodig werken eigenaren appellante accommodaties hieruit afgeleid zowel ondernemingen dezelfde eenheid behoren appellante mede dagelijks beheer voeren klimhallen beroep gegrond college vernietigt bestreden besluit college draagt verweerder binnen vier weken nieuwe besluiten bezwaar nemen waarbij appellante subsidie dient verstrekt basis sbi code,4
2,,8
3,grondslag geschil,1
3,rechtbank beroep naam naam b v naam holdings b v ontvankelijk verklaard hoger beroep minister richt ontvankelijkverklaringen geschil slechts hoger beroep minister voorwaardelijk incidenteel hoger beroep naam gericht gegrondverklaring rechtbank beroep naam orde,2
3,uitgebreide weergave verloop procedure wettelijk kader geding belang zijnde feiten omstandigheden zover bestreden wordt verwezen aangevallen uitspraak college volstaat volgende,0
3,voedsel veterinair bureau europese commissie eindverslag gedaan april nederland uitgevoerde audit bestaande controlesysteem productie handel brengen levende tweekleppige weekdieren controleren verslag komt voren bevoegde autoriteiten afdoende garanderen alle levende tweekleppige weekdieren handel gebracht voldoen gezondheidsnormen daarbij bijzonder gewezen bestaan onvoldoende toezicht doelmatigheid zuiveringsinstallaties aanleiding hiervan nvwa programma opgezet toezicht doelmatigheid zuiveringsinstallaties verbeteren beoordeling validatie zuiveringsinstallatie uitgevoerd zuiveringsproces nvwa ervoor gekozen cefas protocol for inspection and approval purification depuration systems england and wales version cefas protocol hanteren,8
3,naam exploitant levensmiddelenbedrijf zuivert verwatert verhandelt onder oesters validatie zuiveringsproces maakt gebruik rapport onderzoekbureau gimaris titel validatie zuiveringsprocessen schelpdieren mytilus edulis crassostrea gigas ostrea edulis naam gimaris rapport juni systeemaudit plaatsgevonden naam verslaglegging daarvan nvwa kennen gegeven validatie zuiveringsproces afdoende beoordeeld brief augustus naam daarom waarschuwing gegeven,2
3,besluit maart boetebesluit minister aanleiding nieuwe inspectie oktober bestuurlijke boete,8
3,opgelegd naam wegens overtreding artikel tweede lid warenwetbesluit hygiëne levensmiddelen verbinding artikel eerste lid bijlage iii sectie vii hoofdstuk iv onder a tweede volzin hierna bijlage iii verordening eg europees parlement raad april houdende vaststelling specifieke hygiënevoorschriften levensmiddelen dierlijke oorsprong verordening levende tweekleppige weekdieren continu werden gezuiverd gedurende periode lang genoeg laten voldoen gezondheidsnormen,8
3,besluit juli bestreden besluit waartegen beroep rechtbank gericht minister volgende beslist sprake open norm norm voldoen zuiveringsproces gevalideerd sprake verificatie artikel eerste lid verordening eg nr commissie november inzake microbiologische criteria levensmiddelen verordening volgens minister geval naam basis validatietesten bepaald lang oesters moeten gezuiverd voldoen gezondheids microbiologische normen daarom staat vast oesters zuivering normen zullen voldoen boete ligt ten grondslag naam goed geverifieerd juiste manier gevalideerd verificatie controle achteraf beoordelen gevalideerd proces goed functioneert terwijl vereiste validatie aangetoond oesters zuivering zullen voldoen normen minister vult open norm cefas protocol referentiedocument gebruiken situatie naam waarin wordt gewerkt systeem waarbij watertemperatuur vaste waarde gedurende hele seizoen schrijft cefas protocol drie onderzoeken gedaan hoge midden lage temperatuur inspecteur geconstateerd vastgesteld gedocumenteerd zuiveren lagere hogere watertemperaturen laagst hoogst gemeten watertemperatuur sprake welke effectieve zuiveringstijd vastgestelde zuiveringstijden onderzochte watertemperaturen missen onderbouwing daarom gesteld oesters lang genoeg gezuiverd voldoen norm minister naam zozeer verweten ander protocol hanteert cefas protocol aangetoond oesters voldoende lang gezuiverd zodat zuiveringsproces gezondheids microbiologische normen zullen voldoen zuiveren oesters mosselbakken validatietesten uitgevoerd waarbij effectiviteit zuiveren mosselbakken onderzocht waardoor enkele zuiveringstijd vastgesteld effectief zuiveren oesters betekent gesteld oesters conform norm lang genoeg gezuiverd uitspraak rechtbank,8
3,rechtbank beroep naam gegrond verklaard bestreden besluit vernietigd zaak voorzien boetebesluit herroepen rechtbank zover hoger beroep belang volgende overwogen waarbij eiseres naam ter zitting verweerder uitdrukkelijk bevestigd artikel eerste lid bijlage iii sectie vii hoofdstuk iv onder a tweede volzin verordening eg eiseres overtreden norm overtreding alleen norm boete opgelegd betekent eiseres volgens verweerder norm voldaan levende tweekleppige weekdieren geval oesters continu moeten gezuiverd gedurende periode lang genoeg laten voldoen gezondheidsnormen hoofdstuk v overeenkomstig verordening eg nr aangenomen microbiologische normen ter zitting verweerder verduidelijkt zinsdeel laten voldoen aldus leest validatie plaatsvinden oordeel rechtbank volgt bepaling verplichting validatie zuiveringsproces oesters inlezen dergelijke validatie eis strijd leiden beginsel basis wettelijke bepaling eenieder duidelijk welk handelen nalaten opleggen straf leiden zogenoemde lex certa beginsel,8
3,hieruit volgt betoog eiseres norm volgens verweerder overschreden validatie zuiveringsproces vereist slaagt eerste vier constateringen eerdere audit inspectie oktober wederom overtreding aangemerkt leveren daarom overtreding volgens verweerder geschonden norm komen vervallen grondslag boeteoplegging vier constateringen immers allemaal terug voeren verweerders standpunt gimaris rapport daarop ingerichte processen voldoen eisen validatie vijfde constatering verweerder boete ten grondslag gelegd steunt ontbreken volgens verweerder grond artikel eerste lid bijlage iii sectie vii hoofdstuk iv onder a tweede volzin verordening eg vereiste validatie constatering levert overtreding norm eiseres verder ten aanzien verweerder veronderstelde eis accreditatie betrekking toepassing verweerder infoblad cefas rapport aangevoerd behoeft daarom bespreking zesde tekortkoming verweerder boeteoplegging ten grondslag gelegd boete dragen eiseres aannemelijk gemaakt verweerder geconstateerde berust verschrijving aantal uren partij oesters gezuiverd tussen december bovendien eiseres aannemelijk gemaakt desbetreffende partij december geruime tijd verwaterd alvorens verhandeld eiseres onbetwist gesteld zuiveren verwateren oesters dezelfde wijze plaatsvindt voldeed partij tenminste materieel norm volgens verweerder geschonden beroep zover ingesteld eiseres gegrond bestreden besluit vernietigd constateringen verweerder boete ten grondslag gelegd overtreding opleveren norm verweerder boetebesluit ten grondslag gelegd rechtbank bovendien zaak voorzien boetebesluit herroepen betekent eiseres boete hoeft betalen beoordeling geschil hoger beroep,8
3,boete ligt ten grondslag zuiveringsproces naam juiste manier gevalideerd volgens minister rechtbank ten onrechte overwogen bijlage iii verplichting validatie zuiveringsproces oesters volgt bijlage iii vloeit voort exploitanten levensmiddelenbedrijven zoals naam formele beoordeling moeten uitvoeren doelmatigheid zuiveringssysteem exploitanten moeten zuiveringsproces zodanig beheersen alle stadia proces gegarandeerd zuiveringsduur levende tweekleppige weekdieren zoals oesters doelmatig rechtbank lijkt ten onrechte gaan toets achteraf partijen oesters bijlage iii uitgelegd vanuit doelmatigheidsperspectief blijkt volgens minister bijlage iii samenhang wordt gelezen artikelen verordening bijlage i verordening onder,8
3,uitwerking vormen artikel verordening bepalingen volgt exploitant levensmiddelenbedrijf beschikken haccp gebaseerde procedures goede hygiënepraktijken verband verwijst minister overweging considerans verordening waaruit volgt veiligheid levensmiddelen hoofdzakelijk wordt gewaarborgd preventie indien slechts achteraf wordt gecontroleerd product normen voedselveiligheid voldoet wordt voldaan verplichting volgens minister validatie zuiveringsprocessen oesters aantal punten afdoende zoals nvwa geconstateerd inspectie oktober volgens minister sprake overtredingen artikel bijlage iii,8
3,bijlage iii bepaalt levende tweekleppige weekdieren continu moeten gezuiverd gedurende periode lang genoeg laten voldoen gezondheidsnormen hoofdstuk v overeenkomstig verordening aangenomen microbiologische normen college stelt vast bijlage iii bepaalt welke wijze volgens welke procedure exploitanten levensmiddelenbedrijf moeten bewerkstelligen norm voldoen anders minister betoogt bijlage iii voorgeschreven exploitanten levensmiddelenbedrijven dienen beschikken vooraf haccp gevalideerd zuiveringsproces dergelijke verplichting mede gelet beginsel basis wettelijke bepaling eenieder duidelijk welk handelen nalaten opleggen straf leiden daarin evenmin gelezen valideren weten vooraf vaststellen werking zuiveringssysteem essentieel doelmatige beheersing zuiveringsproces zoals minister stelt maakt anders rechtbank terecht geoordeeld naam verweten gedragingen verder overtreding vormen bijlage iii,8
3,houdt rechtbank boete terecht vernietigd hoger beroep minister slaagt,8
3,hoger beroep minister slaagt behoeft voorwaardelijke incidentele hoger beroep naam verdere bespreking verzoek schadevergoeding,8
3,grond artikel eerste lid aanhef onder a algemene wet bestuursrecht awb bestuursrechter bevoegd verzoek belanghebbende bestuursorgaan veroordelen vergoeding schade belanghebbende lijdt lijden gevolg zover belang onrechtmatig besluit,8
3,beoordeling verzoek schadevergoeding zoekt college zoveel mogelijk aansluiting schadevergoedingsrecht burgerlijk wetboek schadevergoeding aanmerking komen dient elk geval aannemelijk gemaakt schade geleden onrechtmatig handelen bestuursorgaan stelplicht bewijslast schade causaal verband tussen onrechtmatig handelen bestuursorgaan schade liggen naam hoger beroep minister slaagt komen vast staan zowel boetebesluit bestreden besluit onrechtmatig naam verzoek schadevergoeding ter zitting beperkt,8
3,college bevoegd daarover oordelen boetebesluit herroepen boete geïnd zodat naam punt schade lijdt betreft kosten validaties naam laten uitvoeren naam oordeel college geslaagd aannemelijk maken rechtstreeks verband tussen onrechtmatige boetebesluit kosten validaties naam eigen zeggen ogen naam onverplichte validaties laten uitvoeren minister nieuwe boete opgelegd vergelijkbare overtreding zaak bleef handhaven ondanks vernietiging bestreden besluit herroeping boetebesluit rechtbank schade houdt verband eerste boete volgende handhavingshandelingen minister eerste opgelegde rechtbank hoger beroep bevestigde herroepen boete college wijst verzoek schadevergoeding slotsom hoger beroep minister ongegrond voorwaardelijk incidenteel hoger beroep naam komt daarmee vervallen uitspraak rechtbank bevestigd verzoek schadevergoeding wordt afgewezen grond artikel tweede lid algemene wet bestuursrecht wordt minister griffierecht geheven college minister veroordelen naam gemaakte proceskosten kosten stelt college grond besluit proceskosten bestuursrecht derde beroepsmatig verleende rechtsbijstand vast,9
